#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	49294	50115	+	ALMG	1-822/822	===============	0/0	100.00	97.69	megares	MEG_722	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:ALMG	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	82976	84361	-	VCMA	1-1386/1386	===============	0/0	100.00	99.06	megares	MEG_7641	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:VCMA	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	206580	208115	-	VCEB	1-1536/1536	===============	0/0	100.00	98.37	megares	MEG_7638	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEB	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	208125	209312	-	VCEA	1-1188/1188	========/======	3/4	99.83	98.40	megares	MEG_7637	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEA	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	209326	210780	-	VCEC	1-1455/1455	===============	0/0	100.00	99.59	megares	MEG_7639	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEC	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	210887	211489	+	VCER	1-603/603	===============	0/0	100.00	99.50	megares	MEG_7640	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:VCER	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000001.1	757858	760968	-	VEXH	1-3111/3111	===============	0/0	100.00	99.07	megares	MEG_7674	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXH	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000005.1	100781	101413	+	CRP	1-633/633	========/======	2/4	99.68	81.73	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000007.1	141373	144423	-	VEXD	1-3051/3051	===============	0/0	100.00	98.07	megares	MEG_7671	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXD	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000007.1	144423	145517	-	VEXC	1-1095/1095	===============	0/0	100.00	97.72	megares	MEG_7670	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXC	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000008.1	92007	95126	-	VEXF	1-3120/3120	===============	0/0	100.00	98.62	megares	MEG_7673	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXF	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000008.1	95137	96237	-	VEXE	1-1101/1101	===============	0/0	100.00	98.18	megares	MEG_7672	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXE	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000009.1	166225	167331	+	VEXA	1-1107/1107	===============	0/0	100.00	98.83	megares	MEG_7668	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXA	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000009.1	167343	170453	+	VEXB	1-3111/3111	===============	0/0	100.00	99.33	megares	MEG_7669	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXB	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000012.1	69099	72212	-	VEXK	1-3114/3114	===============	0/0	100.00	99.26	megares	MEG_7675	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXK	
GCA_032841475.2_ASM3284147v2_genomic.fna.gz	JAWJBD020000014.1	7219	7875	-	QNRVC	1-657/657	===============	0/0	100.00	100.00	megares	MEG_6035	Drugs:Fluoroquinolones:Quinolone_resistance_protein_Qnr:QNRVC	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000001.1	21588	23123	-	VCEB	1-1536/1536	===============	0/0	100.00	98.76	megares	MEG_7638	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEB	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000001.1	23133	24320	-	VCEA	1-1188/1188	========/======	5/6	99.75	91.69	megares	MEG_7637	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEA	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000001.1	24334	25788	-	VCEC	1-1455/1455	===============	0/0	100.00	96.56	megares	MEG_7639	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEC	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000001.1	25895	26497	+	VCER	1-603/603	===============	0/0	100.00	96.85	megares	MEG_7640	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:VCER	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000004.1	121887	125006	-	VEXF	1-3120/3120	===============	0/0	100.00	99.45	megares	MEG_7673	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXF	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000004.1	125017	126117	-	VEXE	1-1101/1101	===============	0/0	100.00	98.00	megares	MEG_7672	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXE	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000007.1	96589	97962	+	VCMA	1-1374/1374	===============	0/0	100.00	99.85	megares	MEG_7642	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:VCMA	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000007.1	130857	131678	-	ALMG	1-822/822	===============	0/0	100.00	98.54	megares	MEG_722	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:ALMG	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000009.1	149188	152297	-	VEXH	1-3110/3111	===============	0/0	99.97	98.52	megares	MEG_7674	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXH	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000012.1	5371	8421	-	VEXD	1-3051/3051	===============	0/0	100.00	97.97	megares	MEG_7671	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXD	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000012.1	8421	9499	-	VEXC	1-1095/1095	========/======	1/16	98.54	96.62	megares	MEG_7670	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXC	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000012.1	86805	89918	+	VEXK	1-3114/3114	===============	0/0	100.00	99.00	megares	MEG_7675	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXK	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000013.1	110001	110633	+	CRP	1-633/633	========/======	2/4	99.68	82.05	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000020.1	3674	6784	-	VEXB	1-3111/3111	===============	0/0	100.00	98.88	megares	MEG_7669	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXB	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000020.1	6796	7902	-	VEXA	1-1107/1107	===============	0/0	100.00	98.92	megares	MEG_7668	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXA	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000038.1	165	638	-	DFRA	1-474/474	===============	0/0	100.00	96.41	megares	MEG_2549	Drugs:Trimethoprim:Dihydrofolate_reductase:DFRA	
GCA_032841535.2_ASM3284153v2_genomic.fna.gz	JAWJBE020000038.1	797	1453	-	QNRVC	1-657/657	===============	0/0	100.00	99.85	megares	MEG_6034	Drugs:Fluoroquinolones:Quinolone_resistance_protein_Qnr:QNRVC	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000001.1	1775	3310	-	VCEB	1-1536/1536	===============	0/0	100.00	97.92	megares	MEG_7638	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEB	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000001.1	3320	4507	-	VCEA	1-1188/1188	========/======	3/4	99.83	95.71	megares	MEG_7637	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEA	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000001.1	4521	5975	-	VCEC	1-1455/1455	===============	0/0	100.00	96.56	megares	MEG_7639	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEC	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000001.1	6082	6684	+	VCER	1-603/603	===============	0/0	100.00	97.84	megares	MEG_7640	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:VCER	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000003.1	35386	38499	-	VEXK	1-3114/3114	===============	0/0	100.00	98.56	megares	MEG_7675	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXK	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000003.1	109718	110812	+	VEXC	1-1095/1095	===============	0/0	100.00	95.62	megares	MEG_7670	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXC	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000003.1	110812	113862	+	VEXD	1-3051/3051	===============	0/0	100.00	96.33	megares	MEG_7671	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXD	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000005.1	174890	175990	+	VEXE	1-1101/1101	===============	0/0	100.00	94.46	megares	MEG_7672	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXE	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000005.1	176001	179120	+	VEXF	1-3120/3120	===============	0/0	100.00	95.32	megares	MEG_7673	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXF	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000006.1	98761	99393	+	CRP	1-633/633	========/======	2/4	99.68	81.73	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000011.1	117134	118518	+	VCMA	1-1385/1386	===============	0/0	99.93	95.81	megares	MEG_7641	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:VCMA	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000011.1	152389	153210	-	ALMG	1-822/822	===============	0/0	100.00	94.77	megares	MEG_722	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:ALMG	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000012.1	82819	83925	+	VEXA	1-1107/1107	===============	0/0	100.00	94.58	megares	MEG_7668	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXA	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000012.1	83937	87047	+	VEXB	1-3111/3111	===============	0/0	100.00	97.75	megares	MEG_7669	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXB	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000021.1	50882	53988	-	VEXH	1-3107/3111	===============	0/0	99.87	97.81	megares	MEG_7674	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXH	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000036.1	3323	3796	+	DFRA	1-474/474	===============	0/0	100.00	98.31	megares	MEG_2549	Drugs:Trimethoprim:Dihydrofolate_reductase:DFRA	
GCA_033803245.1_ASM3380324v1_genomic.fna.gz	JAWWVN010000045.1	1408	2064	-	QNRVC	1-657/657	===============	0/0	100.00	98.33	megares	MEG_6035	Drugs:Fluoroquinolones:Quinolone_resistance_protein_Qnr:QNRVC	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000005.1	1435	4545	+	VEXH	1-3111/3111	===============	0/0	100.00	98.59	megares	MEG_7674	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXH	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	73144	73746	-	VCER	1-603/603	===============	0/0	100.00	99.67	megares	MEG_7640	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:VCER	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	73853	75307	+	VCEC	1-1455/1455	===============	0/0	100.00	99.52	megares	MEG_7639	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEC	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	75321	76508	+	VCEA	1-1188/1188	========/======	3/4	99.83	98.49	megares	MEG_7637	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEA	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	76518	78053	+	VCEB	1-1536/1536	===============	0/0	100.00	98.37	megares	MEG_7638	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VCEB	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	209053	210438	+	VCMA	1-1386/1386	===============	0/0	100.00	98.99	megares	MEG_7641	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:VCMA	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000006.1	243362	244183	-	ALMG	1-822/822	===============	0/0	100.00	95.62	megares	MEG_722	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:ALMG	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000007.1	91949	95068	-	VEXF	1-3120/3120	===============	0/0	100.00	98.59	megares	MEG_7673	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXF	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000007.1	95079	96179	-	VEXE	1-1101/1101	===============	0/0	100.00	98.00	megares	MEG_7672	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXE	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000008.1	156536	157168	-	CRP	1-633/633	========/======	2/4	99.68	82.05	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000011.1	68608	71721	-	VEXK	1-3114/3114	===============	0/0	100.00	98.97	megares	MEG_7675	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXK	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000011.1	149267	150361	+	VEXC	1-1095/1095	===============	0/0	100.00	98.72	megares	MEG_7670	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXC	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000011.1	150361	153411	+	VEXD	1-3051/3051	===============	0/0	100.00	98.53	megares	MEG_7671	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXD	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000021.1	29642	30748	+	VEXA	1-1107/1107	===============	0/0	100.00	99.01	megares	MEG_7668	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXA	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000021.1	30760	33870	+	VEXB	1-3111/3111	===============	0/0	100.00	98.84	megares	MEG_7669	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:VEXB	
GCA_033803285.1_ASM3380328v1_genomic.fna.gz	JAWWVO010000048.1	171	827	-	QNRVC	1-657/657	===============	0/0	100.00	99.85	megares	MEG_6039	Drugs:Fluoroquinolones:Quinolone_resistance_protein_Qnr:QNRVC	
